Text name: ../res/res_mnist_rs_err90_basic_tau_inv1e-06_choiceNet.txt
[00/40] [Loss] train:0.051(f:-0.115+r:0.049+k:0.001+l:0.116) val:-0.059 test:-0.070 [Accr] train:15.3% val:59.3% test:61.4% maxVal:59.3% maxTest:61.4%
[01/40] [Loss] train:0.043(f:-0.123+r:0.050+k:0.001+l:0.115) val:-0.151 test:-0.156 [Accr] train:17.0% val:77.1% test:78.4% maxVal:77.1% maxTest:78.4%
[02/40] [Loss] train:0.037(f:-0.130+r:0.051+k:0.001+l:0.115) val:-0.209 test:-0.216 [Accr] train:17.5% val:83.4% test:84.2% maxVal:83.4% maxTest:84.2%
[03/40] [Loss] train:0.034(f:-0.133+r:0.051+k:0.001+l:0.115) val:-0.236 test:-0.245 [Accr] train:17.8% val:86.0% test:86.5% maxVal:86.0% maxTest:86.5%
[04/40] [Loss] train:0.032(f:-0.135+r:0.051+k:0.001+l:0.115) val:-0.256 test:-0.266 [Accr] train:18.1% val:88.1% test:88.6% maxVal:88.1% maxTest:88.6%
[05/40] [Loss] train:0.030(f:-0.137+r:0.051+k:0.001+l:0.115) val:-0.278 test:-0.282 [Accr] train:18.2% val:89.8% test:90.0% maxVal:89.8% maxTest:90.0%
[06/40] [Loss] train:0.027(f:-0.139+r:0.050+k:0.001+l:0.115) val:-0.287 test:-0.295 [Accr] train:18.3% val:91.2% test:91.2% maxVal:91.2% maxTest:91.2%
[07/40] [Loss] train:0.025(f:-0.140+r:0.049+k:0.001+l:0.115) val:-0.298 test:-0.306 [Accr] train:18.5% val:92.0% test:92.0% maxVal:92.0% maxTest:92.0%
[08/40] [Loss] train:0.023(f:-0.142+r:0.049+k:0.001+l:0.114) val:-0.317 test:-0.322 [Accr] train:18.5% val:92.5% test:92.4% maxVal:92.5% maxTest:92.4%
[09/40] [Loss] train:0.021(f:-0.143+r:0.048+k:0.001+l:0.114) val:-0.323 test:-0.323 [Accr] train:18.6% val:92.9% test:92.8% maxVal:92.9% maxTest:92.8%
[10/40] [Loss] train:0.018(f:-0.144+r:0.047+k:0.001+l:0.114) val:-0.335 test:-0.336 [Accr] train:18.6% val:93.4% test:93.3% maxVal:93.4% maxTest:93.3%
[11/40] [Loss] train:0.017(f:-0.145+r:0.046+k:0.001+l:0.114) val:-0.333 test:-0.338 [Accr] train:18.7% val:93.5% test:93.6% maxVal:93.5% maxTest:93.6%
[12/40] [Loss] train:0.014(f:-0.146+r:0.045+k:0.001+l:0.114) val:-0.342 test:-0.346 [Accr] train:18.8% val:93.9% test:93.7% maxVal:93.9% maxTest:93.7%
[13/40] [Loss] train:0.013(f:-0.146+r:0.044+k:0.001+l:0.114) val:-0.333 test:-0.338 [Accr] train:18.8% val:94.2% test:94.3% maxVal:94.2% maxTest:94.3%
[14/40] [Loss] train:0.011(f:-0.147+r:0.043+k:0.001+l:0.113) val:-0.348 test:-0.349 [Accr] train:18.8% val:94.4% test:94.4% maxVal:94.4% maxTest:94.4%
[15/40] [Loss] train:0.009(f:-0.147+r:0.042+k:0.001+l:0.113) val:-0.355 test:-0.356 [Accr] train:18.8% val:94.4% test:94.4% maxVal:94.4% maxTest:94.4%
[16/40] [Loss] train:0.006(f:-0.149+r:0.041+k:0.001+l:0.113) val:-0.361 test:-0.362 [Accr] train:18.9% val:94.6% test:94.6% maxVal:94.6% maxTest:94.6%
[17/40] [Loss] train:0.005(f:-0.149+r:0.040+k:0.001+l:0.113) val:-0.361 test:-0.363 [Accr] train:18.9% val:94.7% test:94.7% maxVal:94.7% maxTest:94.7%
[18/40] [Loss] train:0.003(f:-0.150+r:0.039+k:0.001+l:0.113) val:-0.367 test:-0.371 [Accr] train:18.9% val:94.7% test:94.8% maxVal:94.7% maxTest:94.8%
[19/40] [Loss] train:0.001(f:-0.150+r:0.037+k:0.001+l:0.113) val:-0.368 test:-0.371 [Accr] train:18.9% val:95.0% test:95.3% maxVal:95.0% maxTest:95.3%
[20/40] [Loss] train:0.001(f:-0.150+r:0.037+k:0.001+l:0.113) val:-0.368 test:-0.370 [Accr] train:19.0% val:95.2% test:95.2% maxVal:95.2% maxTest:95.2%
[21/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.372 test:-0.371 [Accr] train:18.9% val:95.1% test:95.1% maxVal:95.2% maxTest:95.2%
[22/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.368 test:-0.369 [Accr] train:18.9% val:95.2% test:95.1% maxVal:95.2% maxTest:95.1%
[23/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.369 test:-0.370 [Accr] train:19.0% val:95.2% test:95.1% maxVal:95.2% maxTest:95.1%
[24/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.373 test:-0.371 [Accr] train:18.9% val:95.2% test:95.1% maxVal:95.2% maxTest:95.1%
[25/40] [Loss] train:-0.001(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.370 test:-0.370 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[26/40] [Loss] train:-0.001(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.372 test:-0.372 [Accr] train:19.0% val:95.1% test:95.1% maxVal:95.2% maxTest:95.1%
[27/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.371 test:-0.377 [Accr] train:19.0% val:95.2% test:95.2% maxVal:95.2% maxTest:95.1%
[28/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.375 test:-0.375 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[29/40] [Loss] train:-0.003(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.373 test:-0.374 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[30/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.378 test:-0.378 [Accr] train:19.0% val:95.1% test:95.1% maxVal:95.2% maxTest:95.1%
[31/40] [Loss] train:-0.001(f:-0.151+r:0.036+k:0.001+l:0.113) val:-0.370 test:-0.370 [Accr] train:19.0% val:95.0% test:95.1% maxVal:95.2% maxTest:95.1%
[32/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.372 test:-0.374 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[33/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.368 test:-0.370 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[34/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.370 test:-0.371 [Accr] train:19.0% val:95.0% test:95.2% maxVal:95.2% maxTest:95.1%
[35/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.370 test:-0.373 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[36/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.371 test:-0.373 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[37/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.373 test:-0.376 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[38/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.373 test:-0.374 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[39/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.367 test:-0.369 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.2% maxTest:95.1%
[40/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.375 test:-0.373 [Accr] train:19.0% val:95.0% test:95.2% maxVal:95.2% maxTest:95.1%
