Text name: ../res/res_mnist_b_err50_basic_choiceNet.txt
[00/40] [Loss] train:-0.237(f:-0.418+r:0.064+k:0.001+l:0.116) val:-0.338 test:-0.342 [Accr] train:68.3% val:88.1% test:87.7% maxVal:88.1% maxTest:87.7%
[01/40] [Loss] train:-0.309(f:-0.496+r:0.070+k:0.001+l:0.115) val:-0.441 test:-0.441 [Accr] train:71.8% val:92.7% test:92.7% maxVal:92.7% maxTest:92.7%
[02/40] [Loss] train:-0.343(f:-0.534+r:0.074+k:0.001+l:0.115) val:-0.488 test:-0.487 [Accr] train:73.6% val:94.9% test:95.0% maxVal:94.9% maxTest:95.0%
[03/40] [Loss] train:-0.369(f:-0.562+r:0.077+k:0.001+l:0.115) val:-0.522 test:-0.521 [Accr] train:74.4% val:95.9% test:96.0% maxVal:95.9% maxTest:96.0%
[04/40] [Loss] train:-0.384(f:-0.578+r:0.077+k:0.001+l:0.115) val:-0.544 test:-0.543 [Accr] train:74.9% val:96.6% test:96.5% maxVal:96.6% maxTest:96.5%
[05/40] [Loss] train:-0.399(f:-0.594+r:0.079+k:0.001+l:0.115) val:-0.563 test:-0.561 [Accr] train:75.3% val:97.1% test:97.0% maxVal:97.1% maxTest:97.0%
[06/40] [Loss] train:-0.410(f:-0.605+r:0.079+k:0.001+l:0.115) val:-0.577 test:-0.575 [Accr] train:75.5% val:97.4% test:97.3% maxVal:97.4% maxTest:97.3%
[07/40] [Loss] train:-0.420(f:-0.616+r:0.080+k:0.001+l:0.115) val:-0.590 test:-0.589 [Accr] train:75.7% val:97.8% test:97.5% maxVal:97.8% maxTest:97.5%
[08/40] [Loss] train:-0.429(f:-0.626+r:0.082+k:0.001+l:0.114) val:-0.603 test:-0.599 [Accr] train:75.9% val:98.0% test:97.8% maxVal:98.0% maxTest:97.8%
[09/40] [Loss] train:-0.437(f:-0.634+r:0.082+k:0.001+l:0.114) val:-0.615 test:-0.612 [Accr] train:76.0% val:98.2% test:98.0% maxVal:98.2% maxTest:98.0%
[10/40] [Loss] train:-0.443(f:-0.641+r:0.083+k:0.001+l:0.114) val:-0.620 test:-0.619 [Accr] train:76.2% val:98.3% test:98.1% maxVal:98.3% maxTest:98.1%
[11/40] [Loss] train:-0.449(f:-0.647+r:0.083+k:0.001+l:0.114) val:-0.626 test:-0.627 [Accr] train:76.2% val:98.4% test:98.4% maxVal:98.4% maxTest:98.4%
[12/40] [Loss] train:-0.455(f:-0.653+r:0.084+k:0.001+l:0.114) val:-0.635 test:-0.635 [Accr] train:76.3% val:98.5% test:98.4% maxVal:98.5% maxTest:98.4%
[13/40] [Loss] train:-0.460(f:-0.660+r:0.084+k:0.001+l:0.114) val:-0.644 test:-0.643 [Accr] train:76.4% val:98.5% test:98.5% maxVal:98.5% maxTest:98.5%
[14/40] [Loss] train:-0.467(f:-0.666+r:0.085+k:0.001+l:0.113) val:-0.651 test:-0.649 [Accr] train:76.5% val:98.6% test:98.6% maxVal:98.6% maxTest:98.6%
[15/40] [Loss] train:-0.470(f:-0.670+r:0.085+k:0.001+l:0.113) val:-0.655 test:-0.655 [Accr] train:76.5% val:98.5% test:98.7% maxVal:98.6% maxTest:98.6%
[16/40] [Loss] train:-0.476(f:-0.675+r:0.085+k:0.001+l:0.113) val:-0.666 test:-0.664 [Accr] train:76.6% val:98.7% test:98.7% maxVal:98.7% maxTest:98.7%
[17/40] [Loss] train:-0.480(f:-0.679+r:0.085+k:0.001+l:0.113) val:-0.669 test:-0.667 [Accr] train:76.6% val:98.8% test:98.8% maxVal:98.8% maxTest:98.8%
[18/40] [Loss] train:-0.484(f:-0.684+r:0.086+k:0.001+l:0.113) val:-0.673 test:-0.674 [Accr] train:76.7% val:98.8% test:98.8% maxVal:98.8% maxTest:98.8%
[19/40] [Loss] train:-0.488(f:-0.687+r:0.085+k:0.001+l:0.113) val:-0.678 test:-0.679 [Accr] train:76.7% val:98.9% test:98.8% maxVal:98.9% maxTest:98.8%
[20/40] [Loss] train:-0.488(f:-0.688+r:0.086+k:0.001+l:0.113) val:-0.681 test:-0.679 [Accr] train:76.7% val:98.9% test:98.8% maxVal:98.9% maxTest:98.8%
[21/40] [Loss] train:-0.490(f:-0.689+r:0.085+k:0.001+l:0.113) val:-0.682 test:-0.679 [Accr] train:76.8% val:98.8% test:98.9% maxVal:98.9% maxTest:98.8%
[22/40] [Loss] train:-0.489(f:-0.689+r:0.086+k:0.001+l:0.113) val:-0.681 test:-0.680 [Accr] train:76.8% val:98.9% test:98.9% maxVal:98.9% maxTest:98.9%
[23/40] [Loss] train:-0.490(f:-0.689+r:0.086+k:0.001+l:0.113) val:-0.681 test:-0.680 [Accr] train:76.8% val:98.9% test:98.8% maxVal:98.9% maxTest:98.9%
[24/40] [Loss] train:-0.490(f:-0.690+r:0.085+k:0.001+l:0.113) val:-0.681 test:-0.681 [Accr] train:76.8% val:98.9% test:98.8% maxVal:98.9% maxTest:98.9%
[25/40] [Loss] train:-0.491(f:-0.690+r:0.085+k:0.001+l:0.113) val:-0.683 test:-0.682 [Accr] train:76.8% val:98.9% test:98.9% maxVal:98.9% maxTest:98.9%
[26/40] [Loss] train:-0.492(f:-0.691+r:0.085+k:0.001+l:0.113) val:-0.682 test:-0.683 [Accr] train:76.8% val:98.9% test:98.8% maxVal:98.9% maxTest:98.9%
